date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:22:25	2612/2612	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Nov%202020%2000:22:25%20GMT	https://cleaner.gq/?aa	C:/Users/natha/Documents/Schoolist3r/ddddsjc/cleaner.gq/index4124.html	(from https://cleaner.gq/sm64/)
18:22:26	432640/432640	---MCZ	200	added ('OK')	application/javascript	etag:%22afe6d1fc9083892aba31c9ec6303cd64-ssl-df%22	https://cleaner.gq/sm64/sm64.us.f3dex2e.js	C:/Users/natha/Documents/Schoolist3r/ddddsjc/cleaner.gq/sm64/sm64.us.f3dex2e.js	(from https://cleaner.gq/sm64/)
18:22:27	129647/129647	---M--	200	added ('OK')	image/png	etag:%2223cb93a43dcede278397576b05914fc8-ssl%22	https://cleaner.gq/msm64/2E623689-DC5E-47B4-B95E-C860BD6CC7D9.png	C:/Users/natha/Documents/Schoolist3r/ddddsjc/cleaner.gq/msm64/2E623689-DC5E-47B4-B95E-C860BD6CC7D9.png	(from https://cleaner.gq/msm64/)
18:22:28	38846/38846	---MCZ	200	added ('OK')	application/javascript	etag:%2228d63e485e62a6a3621daebd1c3a198b-ssl-df%22	https://cleaner.gq/msm64/nipplejs.js	C:/Users/natha/Documents/Schoolist3r/ddddsjc/cleaner.gq/msm64/nipplejs.js	(from https://cleaner.gq/msm64/)
18:22:29	424653/424653	---MCZ	200	added ('OK')	application/javascript	etag:%228fed88e3be30cb608eabbcbeeca0edcc-ssl-df%22	https://cleaner.gq/msm64/sm64.us.f3dex2e.js	C:/Users/natha/Documents/Schoolist3r/ddddsjc/cleaner.gq/msm64/sm64.us.f3dex2e.js	(from https://cleaner.gq/msm64/)
18:22:30	1783/1783	---M--	200	added ('OK')	image/png	etag:%229ffec5f7dcfd5c49692780e070349a60-ssl%22	https://cleaner.gq/cookieclicker/img/darkNoise.png	C:/Users/natha/Documents/Schoolist3r/ddddsjc/cleaner.gq/cookieclicker/img/darkNoise.png	(from https://cleaner.gq/cookieclicker/style.css?v=1.5028)
18:22:30	54979/54979	---M--	200	added ('OK')	image/jpeg	etag:%2206b589d04f5b4d6b8e78b633521c9891-ssl%22	https://cleaner.gq/cookieclicker/img/bgBlue.jpg	C:/Users/natha/Documents/Schoolist3r/ddddsjc/cleaner.gq/cookieclicker/img/bgBlue.jpg	(from https://cleaner.gq/cookieclicker/style.css?v=1.5028)
18:22:32	598/598	---M--	200	added ('OK')	image/png	etag:%2202ea63a9727bfb0a9edfe9b0d3c1c5c8-ssl%22	https://cleaner.gq/cookieclicker/img/blackGradient.png	C:/Users/natha/Documents/Schoolist3r/ddddsjc/cleaner.gq/cookieclicker/img/blackGradient.png	(from https://cleaner.gq/cookieclicker/style.css?v=1.5028)
18:22:33	325/325	---M--	200	added ('OK')	image/png	etag:%2298e9707e1cc7dee8f43d1e5b38634ccd-ssl%22	https://cleaner.gq/cookieclicker/img/money.png	C:/Users/natha/Documents/Schoolist3r/ddddsjc/cleaner.gq/cookieclicker/img/money.png	(from https://cleaner.gq/cookieclicker/style.css?v=1.5028)
18:22:34	102964/102964	---M--	200	added ('OK')	image/png	etag:%227193b6c0fa97c7fedaa5c3408115d0c2-ssl%22	https://cleaner.gq/cookieclicker/img/perfectCookie.png	C:/Users/natha/Documents/Schoolist3r/ddddsjc/cleaner.gq/cookieclicker/img/perfectCookie.png	(from https://cleaner.gq/cookieclicker/style.css?v=1.5028)
